//
///////////////////////////////////////////EXTRASUNNY_LA 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	22 22 22 			71 71 81 			255 255 255 			30 43 56 			206 139 108 			255 128 0 			5 0 0 			0.8		0.8		0.3			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 240			254 66 67 66			254 66 66 93			0	90	0	0.00		
	0 0 0 			121 122 122 			255 255 255 			1 1 1 			5 5 5 			255 255 0 			5 0 0 			0.8		0.3		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			65 85 65 147			192 64 64 43			192 73 69 64			0	0	0	0.00		
// 6 AM
	0 0 0 			50 50 50 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 64 64			0	0	0	0.00		
// 7 AM
	0 0 0 			180 180 180 			255 255 255 			1 1 1 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 46			192 65 64 64			0	0	0	0.00		
// Midday
	8 2 4 			22 22 22 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 87 64 85			192 64 33 33			0	0	0	0.00		
// 7 PM
	7 9 2 			54 55 55 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 44 64 87			192 99 99 99			0	0	0	0.00		
// 8 PM
	0 0 0 			20 20 20 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 146 64			0	0	0	0.00		
// 10 PM
	0 0 0 			20 20 20 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.3		0.5			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 96 92 64			0	0	0	0.00		
//
///////////////////////////////////////////EXTRACOLOURS_2 
//
// Midnight
//	Amb					Amb_Obj 				Dir 					Sky top				Sky bot				SunCore			SunCorona			SunSz		SprSz	SprBght		Shdw			LightShd			PoleShd			FarClp			FogSt			LightOnGround			LowCloudsRGB			BottomCloudRGB			WaterRGBA			Alpha1    RGB1			Alpha2    RGB2			CloudAlpha			IntensityLimit			WaterFogAlpha			DirMult 
	0 0 0 			99 99 99 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 61 53 30			192 64 64 64			0	0	0	0.00		
// 5 AM
	30 30 30 			20 20 20 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 73 80			0	0	0	0.00		
// 6 AM
	0 0 0 			20 20 20 			255 255 255 			255 255 255 			50 5 50 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			78.0		50.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 16 64			192 64 64 64			0	0	0	0.00		
// 7 AM
	0 0 0 			133 133 133 			255 255 255 			255 255 255 			0 0 0 			0 0 0 			5 0 0 			0.8		0.8		0.8			200 0 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 64 64			0	0	0	0.00		
// Midday
	0 0 0 			0 0 0 			255 255 255 			255 255 255 			0 0 0 			0 0 0 			5 0 0 			0.8		0.8		0.8			200 0 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 44 44 44			192 33 64 64			234	0	0	0.00		
// 7 PM
	0 0 0 			20 20 20 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 146 64			0	0	0	0.00		
// 8 PM
	0 0 0 			50 50 50 			255 255 255 			255 255 255 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 64 64			0	0	0	0.00		
// 10 PM
	0 0 0 			190 180 180 			255 255 255 			1 1 1 			5 5 5 			255 255 0 			5 0 0 			0.8		0.8		0.8			200 100 0			400.0		100.0		0.8			30 20 0			3 3 3			85 85 65 192			192 64 64 64			192 64 64 40			0	0	0	0.00		
